uncal	cal	candidate_id
0.10501291	0.06270068	3631016
0.079791464	0.043671567	3840946
0.013633243	0.004477098	3841600
0.73130596	0.7796842	3843629
0.48882356	0.48589402	3844018
0.07798986	0.04238305	3845276
0.022377104	0.008429258	3850652
0.6531794	0.6897718	3851101
0.012972475	0.0042025656	3851524
0.010402829	0.0031734037	3853275
0.044981375	0.02069915	3856658
0.08983249	0.051031053	3857179
0.095777676	0.05552574	4119104
0.19521475	0.14332685	4435757
0.113954775	0.069862224	4435814
0.12612306	0.07993055	4436015
0.09308478	0.05347752	4766880
0.13814195	0.090222895	4766887
0.6773135	0.7182688	5064287
0.02584714	0.010139487	5067633
0.47434896	0.46763915	5074891
0.026587257	0.010513439	5079002
0.49339306	0.49166074	5079425
0.10812785	0.06517197	5080048
0.10019096	0.058925707	5395215
0.023760548	0.009102391	5395230
0.011762446	0.0037100578	5396567
0.07269464	0.038654268	5397018
0.11763309	0.07286728	5398195
0.6758315	0.7165356	5439890
0.056911353	0.028087476	5775266
0.11066616	0.067204446	5776005
0.3620265	0.32846013	5793787
0.022623913	0.008548476	5794505
0.06401018	0.03273486	5794522
0.16759713	0.1168033	5794554
0.27338588	0.22550796	5795160
0.1111413	0.06758674	5799408
0.07819209	0.042527184	5801984
0.3923638	0.3653805	5805300
0.21525931	0.16345844	5808586
0.06693414	0.034699887	5811084
0.1667862	0.11604709	5811702
0.017383449	0.006103611	5812497
0.5240289	0.5303163	5815204
0.3236041	0.28280407	5817869
0.69618416	0.74012893	5819968
0.0051941266	0.0013143665	5820761
0.097766995	0.057051696	5821707
0.077778846	0.042232774	5823314
0.081155755	0.044653907	5823813
0.049745876	0.023583256	6162531
0.40129706	0.37637213	6163015
0.021786708	0.008145639	6166931
0.12592535	0.07976409	6169399
0.015622288	0.005325838	6169874
0.14893489	0.09974553	6169916
0.31140617	0.26861647	6170303
0.0127426805	0.0041079996	6171551
0.054448884	0.026517745	6173211
0.010346466	0.003151559	6176850
0.05271416	0.025425512	6177552
0.105095915	0.06276622	6179147
0.13000256	0.083215885	6180590
0.14116696	0.09286566	6181730
0.70760816	0.75316435	6183976
0.07658104	0.04138241	6186756
0.23046435	0.17918643	6187133
0.38947687	0.3618391	6187450
0.030447345	0.012512958	6187530
0.041410904	0.018599447	6189007
0.037321687	0.016263157	6190429
0.04922287	0.023262233	6190637
0.010791101	0.003324775	6194016
0.11938403	0.07430956	6196493
0.07657108	0.041375358	6196630
0.026614916	0.010527478	6213962
0.10715792	0.064399764	6216017
0.5407274	0.5513402	6216894
0.054482285	0.026538877	6217296
0.3520606	0.3164883	6589713
0.06019458	0.030214753	6591411
0.11381779	0.06975094	6591831
0.07777675	0.04223128	6592383
0.33274177	0.29353464	6592774
0.16814281	0.11731295	6942970
0.07640513	0.04125789	6945799
0.042951692	0.019498887	6946658
0.13159443	0.08457422	6947440
0.37486616	0.34400335	6965273
0.120102175	0.07490332	6965322
0.39624155	0.3701457	6981591
0.69161814	0.73487586	7328929
0.1416606	0.093298905	7363791
0.061881684	0.031322785	7735710
0.10963226	0.06637457	7736032
0.52467924	0.5311361	7736099
0.0067353044	0.0018271756	7737049
0.0358359	0.015433202	7739321
0.23562917	0.18461405	7739438
0.16956592	0.118644826	7740107
0.2563392	0.20678923	7741996
0.09692361	0.05640343	7744169
0.08355396	0.046394326	7744261
0.045726426	0.021144068	7747570
0.024309166	0.009372566	7749513
0.116709605	0.072109655	7750127
0.16628854	0.11558367	7750604
0.1251195	0.07908657	7774387
0.20996438	0.15807217	7774701
0.02466871	0.009550608	7775478
0.10913462	0.06597613	7776130
0.76143575	0.8122828	7776194
0.12040507	0.07515412	7785508
0.012763578	0.004116582	7788561
0.39480343	0.36837733	7792721
0.13075626	0.083858274	8144709
0.38078973	0.3512163	8144792
0.01626772	0.005608121	8145095
0.50892866	0.5112694	8151903
0.22785226	0.17645761	8168269
0.03620022	0.015635747	8168298
0.22915077	0.17781278	8168400
0.03717515	0.016180845	8169142
0.30889928	0.26572087	8170127
0.1935502	0.1416873	8170879
0.11092748	0.067414604	8175546
0.040689215	0.018181704	8193369
0.14694473	0.097970255	8195037
0.14563021	0.096802406	8196256
0.40792722	0.38456059	8203973
0.09929455	0.058230806	8584836
0.10873777	0.06565883	8593410
0.2667553	0.21817915	8593913
0.030425457	0.012501391	8947687
0.7042557	0.7493552	8998159
0.09907109	0.05805792	9356715
0.11834285	0.07345101	9363478
0.01387279	0.004577561	9383699
0.052242067	0.025130233	9383717
0.13992223	0.091775715	9385444
0.048360854	0.022735443	9388157
0.011508887	0.0036085937	9388173
0.06860319	0.03583442	9388560
0.015489264	0.0052680713	9389412
0.09816157	0.057355657	9412503
0.13503598	0.08753099	9787115
0.1023358	0.060597185	9788625
0.17744675	0.12609364	9788652
0.071164735	0.037593488	9788723
0.15338244	0.10374401	9790356
0.074663386	0.040030304	9790533
0.81176615	0.86351484	9792883
0.077762894	0.042221423	9793995
0.6147296	0.6433111	9794179
0.016962824	0.0059157135	9794345
0.5924486	0.6159042	9796504
0.021105587	0.007821215	9798820
0.12115607	0.07577692	10198451
0.06589855	0.034000624	10200178
0.09632809	0.05594684	10200612
0.016633663	0.0057695936	10202959
0.016940981	0.0059059886	10602430
0.14292867	0.09441429	10603580
0.6739592	0.71434283	10604916
0.52530265	0.53192174	10605240
0.63125134	0.66341835	10634844
0.7854701	0.83728635	10642279
0.15433744	0.10460812	10644943
0.67705417	0.71796566	10651071
0.24952884	0.19942628	11026253
0.041873816	0.018868601	11026547
0.17131796	0.120290175	11027313
0.009430324	0.0028012148	11030123
0.06603334	0.034091435	11031642
0.20211369	0.15017565	11034273
0.11285569	0.06897091	11061413
0.009865088	0.0029663495	11063239
0.1451371	0.09636531	11072899
0.106642745	0.063990556	11073570
0.080027975	0.043841466	11073594
0.028915633	0.011709873	11073674
0.20514284	0.15320966	11073968
0.08913178	0.050507903	11074549
0.28015777	0.23305371	11075322
0.028993608	0.011750457	11076828
0.1096391	0.06638004	11076868
0.68600816	0.7283897	11081853
0.01917723	0.0069193654	11082862
0.59194803	0.61528516	11083437
0.10282243	0.060978126	11086045
0.013701548	0.0045056907	11088860
0.16183557	0.1114595	11275561
0.007055926	0.0019382159	11513823
0.39413634	0.36755756	11514050
0.10494047	0.062643535	11517316
0.03508443	0.0150174	11518127
0.13009226	0.08329228	11520062
0.12704326	0.08070659	11522260
0.17675135	0.12543145	11522353
0.012974538	0.004203419	11525132
0.010896164	0.003365997	12626120
0.5883686	0.610854	12626952
0.44917512	0.43597797	12656990
0.31983164	0.27839914	12661977
0.08429134	0.046932884	12663967
0.019985273	0.0072942204	12664232
0.17761508	0.1262541	12665487
0.041720606	0.018779423	12666165
0.09311034	0.05349686	12667888
0.68867755	0.73148036	12672675
0.4779234	0.4721448	12672706
0.72556597	0.7733281	13107528
0.019979222	0.0072913934	13108011
0.16227683	0.1118664	13108750
0.24798298	0.19776446	13108772
0.010773502	0.00331788	13554763
0.02136251	0.007943238	13554862
0.7138281	0.7601948	13966995
0.2171915	0.16543582	13967235
0.021803148	0.00815351	13967416
0.7319869	0.7804352	13997977
0.77325815	0.82469904	13998084
0.02660297	0.0105214175	14401762
0.011788881	0.0037206726	14402580
0.018174443	0.0064604864	14403177
0.34480405	0.30782574	14439820
0.083573654	0.046408672	14439990
0.09296955	0.05339034	14839357
0.20648429	0.15455845	15231645
0.084820166	0.047320124	15232469
0.048844855	0.023030858	15232684
0.13862409	0.09064273	15234232
0.008820276	0.002573044	15234733
0.69246125	0.73584765	15258412
0.69956857	0.7440069	15648150
0.21586049	0.164073	15648404
0.22679093	0.17535202	16126340
0.15075468	0.10137643	16126550
0.09305173	0.0534525	16127196
0.68579054	0.7281373	16625344
0.7620983	0.8129844	16626798
0.13611197	0.088461064	16627809
0.12523255	0.0791815	16627876
0.0752187	0.040420666	17022986
0.03296369	0.013858694	17439280
0.26864776	0.22026478	17444405
0.062258784	0.0315718	17444607
0.4034783	0.37906322	17471251
0.10702363	0.06429302	17472533
0.53571206	0.5450316	17473765
0.67125535	0.71116966	17474103
0.0598895	0.030015454	17475100
0.106853224	0.06415766	17476173
0.03402218	0.0144342715	17476240
0.08159485	0.044971284	17477403
0.018067548	0.0064119934	17479227
0.08340307	0.046284303	17479262
0.07177362	0.03801476	17479313
0.0075347037	0.002106602	17479352
0.26216272	0.21313837	17479475
0.36349162	0.3302272	17893168
0.021261398	0.007895166	17895617
0.37463397	0.34372112	17897193
0.022046233	0.00827004	17898143
0.4431448	0.4284186	18388493
0.7048489	0.7500301	18767469
0.7089767	0.7547153	18767478
0.019873472	0.0072420896	18768558
0.12012462	0.07492187	18768938
0.103151746	0.061236277	18769693
0.5242175	0.53055406	18801188
0.23200054	0.18079637	18801209
0.02145909	0.007989219	18801617
0.023493236	0.008971406	18802595
0.72578156	0.7735676	18803319
0.14170274	0.093335904	18803862
0.16853315	0.11767785	18804064
0.58334845	0.6046281	18805708
0.27426466	0.22648375	19225799
0.1145946	0.0703825	19229936
0.013264172	0.0043232837	19233319
0.122554734	0.076940514	19238320
0.01706479	0.0059611415	19676657
0.3610498	0.32728314	19681683
0.2641289	0.21529286	19682629
0.1155369	0.071150616	19687998
0.51063824	0.5134268	19689487
0.5750606	0.59432244	20088898
0.7080347	0.7536479	20094894
0.06829521	0.035624385	20095471
0.11521006	0.07088394	20103086
0.015439621	0.0052465484	20103936
0.30300266	0.25893813	20110500
0.19042026	0.13861825	20114172
0.07665635	0.041435752	20114366
0.0109120235	0.0033722313	20115759
0.2139838	0.16215657	20119788
0.7479872	0.79789615	20120380
0.5405851	0.5511613	20121399
0.72050834	0.7676912	20122358
0.13179919	0.08474934	20123628
0.079252936	0.043285366	20125721
0.054981545	0.026855394	20125724
0.71202296	0.75815946	20136047
0.065960184	0.034042124	20138012
0.4100994	0.38724867	20139155
0.07811119	0.042469516	20139161
0.13888183	0.09086736	20139217
0.019966468	0.0072854417	20139783
0.025292547	0.009861336	20141254
0.5885957	0.6111353	20141388
0.095231645	0.055108797	20141938
0.0050288625	0.0012616046	20146048
0.012459089	0.0039919554	20146893
0.15525575	0.10544085	20147117
0.43663064	0.42026672	20568082
0.5387809	0.5488925	20568709
0.30941737	0.2663187	20569608
0.12800255	0.08151773	20569875
0.5514836	0.56484836	20598368
0.016583329	0.0057473215	20600534
0.6785408	0.7197023	22374851
0.5721308	0.5906718	22386618
0.120353356	0.075111255	23771468
0.0064587938	0.0017325628	23771484
0.42607364	0.40709043	23812101
0.09206875	0.05271002	23812277
0.10187687	0.0602385	23812411
0.15906125	0.10891075	23812523
0.008981039	0.0026327616	23813555
0.095733285	0.055491816	23813582
0.6646945	0.70343953	27058691
0.13773769	0.089871265	32979041
0.15679845	0.10684382	32980376
0.14048348	0.09226676	35679458
0.29953915	0.254973	35682576
0.6710126	0.7108844	35683194
0.25662914	0.2071042	35683790
0.14508201	0.09631649	35684359
0.014874162	0.005002783	35685935
0.12922403	0.08255373	35687168
0.10635643	0.06376348	35688619
0.35121965	0.315482	35688898
0.060967535	0.030721152	35689255
0.15333906	0.10370479	35689706
