0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0.45240408	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327	0.49929327
0.45352903	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323	0.49733323
0.44497195	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302	0.4770302
0.45603195	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865	0.5006865
0.4524143	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562	0.49848562
0.45778656	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979	0.5031979
0.45526642	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756	0.5058756
0.4564735	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508	0.49832508
0.45740032	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467	0.49914467
0.4533637	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324	0.5048324
0.45624134	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829	0.5029829
0.45572	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489	0.5023489
0.45123297	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314	0.48188314
0.4456116	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324	0.46971324
0.45639917	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466	0.4995466
0.45399004	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166	0.49604166
0.45776865	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806	0.5028806
0.4598406	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012	0.49116012
0.45208612	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637	0.50052637
0.45794442	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925	0.50181925
0.4530636	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453	0.49941453
0.45213813	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607	0.4980607
0.45354638	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445	0.4969445
0.45842418	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207	0.5016207
0.45612192	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173	0.50123173
0.45636734	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302	0.49950302
0.4567157	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718	0.502718
0.45499268	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766	0.50064766
0.45364127	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273	0.5036273
0.44434142	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798	0.46846798
0.455477	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058	0.5027058
0.44666076	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552	0.47492552
0.45506752	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084	0.49847084
